1698,merge
1699,merge
1700,merge
1703,merge
1705,improvement
1710,close
1714,merge
1715,merge
1716,close
1726,merge
1727,merge
1728,merge
1730,merge
1731,merge
1732,merge
1735,merge
1741,merge
1742,improvement
1743,merge
1744,close
1748,improvement
1749,improvement
1754,merge
1755,merge
1756,merge
1761,merge
1762,merge
1763,merge
1770,merge
1771,close
1772,merge
1775,merge
1776,merge
1781,close
1797,close
1809,close
1827,improvement
1829,merge
1831,improvement
1834,merge
1836,merge
1838,close
1846,merge
1847,merge
1848,merge
1856,merge
1866,merge
1868,improvement
1869,merge
1880,improvement
1885,close
1888,improvement
1899,close
1902,merge
1905,improvement
1911,improvement
1918,merge
1923,improvement
1927,merge
1930,close
1934,improvement
1939,merge
1943,improvement
1948,merge
1954,improvement
1968,improvement
1983,close
1986,improvement
1988,improvement
1991,merge
1992,improvement
1997,close
2001,close
2003,merge
2006,merge
2007,merge
2008,improvement
2019,merge
2025,merge
2031,merge
2032,improvement
2059,merge
2062,close
2067,close
2069,improvement
2070,merge
2078,improvement
2079,merge
2089,merge
2100,improvement
2102,merge
2107,merge
2118,close
